朝市,アサイチ
ミリグラム,ミリグラム
ミリメートル,ミリメートル
魅了,ミリョウ
魅力,ミリョク
ミリリットル,ミリリットル
みりん,ミリン
ミルク,ミルク
未練,ミレン
未練がましい,ミレンガマシイ
見分け,ミワケ
民営,ミンエイ
民家,ミンカ
民間,ミンカン
民芸,ミンゲイ
民芸品,ミンゲイヒン
民事,ミンジ
民事裁判,ミンジサイバン
民事訴訟,ミンジソショウ
民主,ミンシュ
民衆,ミンシュウ
民宿,ミンシュク
民主主義,ミンシュシュギ
民主的,ミンシュテキ
民族,ミンゾク
民俗,ミンゾク
民俗学,ミンゾクガク
ミンチ,ミンチ
ミント,ミント
民法,ミンポウ
民放,ミンポウ
民謡,ミンヨウ
民話,ミンワ
六,ム
無,ム
六日,ムイカ
無意識,ムイシキ
無意味,ムイミ
ムード,ムード
ムービー,ムービー
ムーン,ムーン
ムーンライト,ムーンライト
無縁,ムエン
無縁,ムエン
無音,ムオン
向かい,ムカイ
無害,ムガイ
向かい風,ムカイカゼ
向かい側,ムカイガワ
昔,ムカシ
昔話,ムカシバナシ
昔々,ムカシムカシ
無関係,ムカンケイ
無関心,ムカンシン
無期,ムキ
無機,ムキ
麦,ムギ
無機質,ムキシツ
無傷,ムキズ
麦茶,ムギチャ
無期懲役,ムキチョウエキ
無記名,ムキメイ
無休,ムキュウ
無菌,ムキン
無口,ムクチ
むくみ,ムクミ
無計画,ムケイカク
無限,ムゲン
婿,ムコ
向こう,ムコウ
無効,ムコウ
向こう側,ムコウガワ
無言,ムゴン
無罪,ムザイ
無作為,ムサクイ
無差別,ムサベツ
虫,ムシ
無視,ムシ
蒸し,ムシ
無地,ムジ
蒸し器,ムシキ
虫食い,ムシクイ
無実,ムジツ
虫歯,ムシバ
蒸しぶろ,ムシブロ
武者,ムシャ
蒸し焼き,ムシヤキ
無邪気,ムジャキ
無重力,ムジュウリョク
矛盾,ムジュン
無償,ムショウ
無情,ムジョウ
無条件,ムジョウケン
無条件降伏,ムジョウケンコウフク
無職,ムショク
無色,ムショク
虫よけ,ムシヨケ
無所属,ムショゾク
無印,ムジルシ
無人,ムジン
無神経,ムシンケイ
無数,ムスウ
息子,ムスコ
結び,ムスビ
結び付き,ムスビツキ
結び目,ムスビメ
娘,ムスメ
無制限,ムセイゲン
無責任,ムセキニン
無線,ムセン
無線通信,ムセンツウシン
無造作,ムゾウサ
無駄,ムダ
無駄遣い,ムダヅカイ
無断,ムダン
無知,ムチ
無茶,ムチャ
無茶苦茶,ムチャクチャ
夢中,ムチュウ
夢中,ムチュウ
六つ,ムッツ
無敵,ムテキ
無党派,ムトウハ
胸板,ムナイタ
胸,ムネ
旨,ムネ
無念,ムネン
無能,ムノウ
無能力,ムノウリョク
無表情,ムヒョウジョウ
無謀,ムボウ
無防備,ムボウビ
無名,ムメイ
無免許,ムメンキョ
無用,ムヨウ
村,ムラ
紫,ムラサキ
紫色,ムラサキイロ
村人,ムラビト
無理,ムリ
無料,ムリョウ
無力,ムリョク
群れ,ムレ
芽,メ
目当て,メアテ
めい,メイ
明暗,メイアン
命運,メイウン
冥王星,メイオウセイ
銘柄,メイガラ
明記,メイキ
名義,メイギ
名曲,メイキョク
名言,メイゲン
明言,メイゲン
めいごさん,メイゴサン
明細,メイサイ
名作,メイサク
名産,メイサン
名詞,メイシ
名刺,メイシ
明治,メイジ
明示,メイジ
明治維新,メイジイシン
明治時代,メイジジダイ
名所,メイショ
名称,メイショウ
迷信,メイシン
名人,メイジン
名声,メイセイ
命日,メイニチ
名盤,メイバン
冥福,メイフク
名物,メイブツ
名簿,メイボ
命名,メイメイ
銘々,メイメイ
名目,メイモク
名門,メイモン
名誉,メイヨ
明りょう,メイリョウ
命令,メイレイ
命令形,メイレイケイ
命令文,メイレイブン
迷惑,メイワク
目上,メウエ
メーカー,メーカー
メーター,メーター
メートル,メートル
メープルシロップ,メープルシロップ
めおと,メオト
メカ,メカ
目隠し,メカクシ
目頭,メガシラ
メカニズム,メカニズム
メカニック,メカニック
めがね,メガネ
女神,メガミ
目薬,メグスリ
恵み,メグミ
巡り,メグリ
目先,メサキ
目覚まし,メザマシ
目覚まし時計,メザマシドケイ
目覚め,メザメ
目障り,メザワリ
飯,メシ
目下,メシタ
召し使い,メシツカイ
目尻,メジリ
目印,メジルシ
目白,メジロ
雌,メス
メス,メス
目線,メセン
目玉,メダマ
メダリスト,メダリスト
メタル,メタル
メダル,メダル
目茶苦茶,メチャクチャ
目茶苦茶,メチャクチャ
目茶目茶,メチャメチャ
めっき,メッキ
目付き,メツキ
メッセージ,メッセージ
メッセンジャー,メッセンジャー
滅亡,メツボウ
メディア,メディア
目処,メド
メトロ,メトロ
メトロノーム,メトロノーム
メニュー,メニュー
目の玉,メノタマ
目の前,メノマエ
目分量,メブンリョウ
めまい,メマイ
メモ,メモ
目盛り,メモリ
メモリアル,メモリアル
メモリー,メモリー
目安,メヤス
メラニン,メラニン
メリット,メリット
メロディー,メロディー
メロン,メロン
面,メン
麺,メン
綿,メン
面,メン
免疫,メンエキ
面会,メンカイ
免許,メンキョ
免許証,メンキョショウ
免罪,メンザイ
面識,メンシキ
免除,メンジョ
免状,メンジョウ
免職,メンショク
免税,メンゼイ
面積,メンセキ
面接,メンセツ
面談,メンダン
メンチカツ,メンチカツ
メンツ,メンツ
メンテナンス,メンテナンス
面倒,メンドウ
面倒臭い,メンドウクサイ
メンバー,メンバー
綿棒,メンボウ
麺類,メンルイ
喪,モ
藻,モ
猛威,モウイ
もうけ,モウケ
申し込み,モウシコミ
申し立て,モウシタテ
申し出,モウシデ
申し分,モウシブン
猛獣,モウジュウ
猛暑,モウショ
申し訳,モウシワケ
申し訳無い,モウシワケナイ
妄想,モウソウ
猛打,モウダ
盲導犬,モウドウケン
毛筆,モウヒツ
毛布,モウフ
網膜,モウマク
盲目,モウモク
網羅,モウラ
猛烈,モウレツ
モーション,モーション
モーター,モーター
モーターカー,モーターカー
モーターショー,モーターショー
モード,モード
モーニング,モーニング
モカ,モカ
模擬,モギ
木,モク
目撃,モクゲキ
木材,モクザイ
目次,モクジ
木製,モクセイ
木星,モクセイ
目前,モクゼン
木造,モクゾウ
木炭,モクタン
目的,モクテキ
目的意識,モクテキイシキ
黙認,モクニン
木馬,モクバ
目標,モクヒョウ
木曜,モクヨウ
木曜日,モクヨウビ
潜り,モグリ
模型,モケイ
モザイク,モザイク
模索,モサク
模試,モシ
文字,モジ
文字盤,モジバン
模写,モシャ
喪主,モシュ
モスク,モスク
もち,モチ
持ち,モチ
持ち味,モチアジ
持ち家,モチイエ
モチーフ,モチーフ
持ち帰り,モチカエリ
持ち切り,モチキリ
持ち出し,モチダシ
持ち逃げ,モチニゲ
持ち主,モチヌシ
持ち場,モチバ
持ち運び,モチハコビ
モチベーション,モチベーション
持ち物,モチモノ
喪中,モチュウ
もつ,モツ
目下,モッカ
木工,モッコウ
モットー,モットー
モデル,モデル
モデルチェンジ,モデルチェンジ
元,モト
下,モト
基,モト
もと,モト
元栓,モトセン
元手,モトデ
元々,モトモト
元々,モトモト
モニター,モニター
モニター,モニター
者,モノ
物言い,モノイイ
物売り,モノウリ
物置,モノオキ
物音,モノオト
物陰,モノカゲ
物語,モノガタリ
モノクロ,モノクロ
物心,モノゴコロ
物事,モノゴト
物差し,モノサシ
物知り,モノシリ
物好き,モノズキ
物の,モノノ
物干し,モノホシ
モノレール,モノレール
模範,モハン
喪服,モフク
模倣,モホウ
紅葉,モミジ
木綿,モメン
桃,モモ
桃太郎,モモタロウ
桃の節句,モモノセック
もやし,モヤシ
模様,モヨウ
催し,モヨオシ
最寄り,モヨリ
モラル,モラル
森,モリ
盛り,モリ
盛り合わせ,モリアワセ
漏れ,モレ
もろもろ,モロモロ
門,モン
モンキー,モンキー
文句,モンク
門限,モンゲン
紋章,モンショウ
モンスター,モンスター
門前,モンゼン
モンタージュ,モンタージュ
問題,モンダイ
問題意識,モンダイイシキ
問答,モンドウ
文部科学省,モンブカガクショウ
文部省,モンブショウ
八,ヤ
夜,ヤ
矢,ヤ
八百長,ヤオチョウ
八百屋,ヤオヤ
野外,ヤガイ
館,ヤカタ
やかん,ヤカン
夜間,ヤカン
ヤギ,ヤギ
焼きそば,ヤキソバ
焼き付け,ヤキツケ
焼き鳥,ヤキトリ
焼肉,ヤキニク
焼きもち,ヤキモチ
焼き物,ヤキモノ
野球,ヤキュウ
訳,ヤク
役,ヤク
役員,ヤクイン
薬学,ヤクガク
役柄,ヤクガラ
やくざ,ヤクザ
薬剤,ヤクザイ
薬剤師,ヤクザイシ
役者,ヤクシャ
役所,ヤクショ
役職,ヤクショク
薬草,ヤクソウ
約束,ヤクソク
役所,ヤクドコロ
役人,ヤクニン
役場,ヤクバ
薬品,ヤクヒン
薬物,ヤクブツ
訳文,ヤクブン
薬味,ヤクミ
役目,ヤクメ
役名,ヤクメイ
役割,ヤクワリ
焼け,ヤケ
焼け跡,ヤケアト
夜景,ヤケイ
やけど,ヤケド
夜行,ヤコウ
夜行列車,ヤコウレッシャ
野菜,ヤサイ
矢先,ヤサキ
やし,ヤシ
野次,ヤジ
屋敷,ヤシキ
野手,ヤシュ
夜食,ヤショク
矢印,ヤジルシ
安上がり,ヤスアガリ
安売り,ヤスウリ
安値,ヤスネ
休み,ヤスミ
休み休み,ヤスミヤスミ
安物,ヤスモノ
安らぎ,ヤスラギ
やすり,ヤスリ
野生,ヤセイ
屋台,ヤタイ
野鳥,ヤチョウ
家賃,ヤチン
やつ,ヤツ
厄介,ヤッカイ
薬局,ヤッキョク
八つ,ヤッツ
やつら,ヤツラ
宿,ヤド
野党,ヤトウ
宿屋,ヤドヤ
柳,ヤナギ
やに,ヤニ
家主,ヤヌシ
屋根,ヤネ
屋根裏,ヤネウラ
野蛮,ヤバン
野暮,ヤボ
山,ヤマ
病,ヤマイ
山奥,ヤマオク
山形,ヤマガタ
山国,ヤマグニ
山越え,ヤマゴエ
山小屋,ヤマゴヤ
山里,ヤマザト
山並み,ヤマナミ
山猫,ヤマネコ
山の手,ヤマノテ
山登り,ヤマノボリ
山びこ,ヤマビコ
山吹色,ヤマブキイロ
山ほど,ヤマホド
山盛り,ヤマモリ
山々,ヤマヤマ
山分け,ヤマワケ
闇,ヤミ
やめ,ヤメ
やり,ヤリ
やりがい,ヤリガイ
やりくり,ヤリクリ
やる気,ヤルキ
野郎,ヤロウ
ヤング,ヤング
やんちゃ,ヤンチャ
湯,ユ
唯一,ユイイツ
遺言,ユイゴン
遺言書,ユイゴンショ
結納,ユイノウ
夕,ユウ
優位,ユウイ
ゆううつ,ユウウツ
遊泳,ユウエイ
優越,ユウエツ
優越感,ユウエツカン
遊園地,ユウエンチ
誘拐,ユウカイ
有害,ユウガイ
有害,ユウガイ
夕方,ユウガタ
夕刊,ユウカン
勇気,ユウキ
遊戯,ユウギ
有機物,ユウキブツ
有給,ユウキュウ
有給休暇,ユウキュウキュウカ
優遇,ユウグウ
夕暮れ,ユウグレ
有限,ユウゲン
有権者,ユウケンシャ
有効,ユウコウ
友好,ユウコウ
融合,ユウゴウ
ユーザー,ユーザー
有罪,ユウザイ
融資,ユウシ
有志,ユウシ
勇者,ユウシャ
優秀,ユウシュウ
優秀,ユウシュウ
優柔不断,ユウジュウフダン
優勝,ユウショウ
友情,ユウジョウ
夕食,ユウショク
有色人種,ユウショクジンシュ
友人,ユウジン
有数,ユウスウ
融通,ユウズウ
夕涼み,ユウスズミ
ユースホステル,ユースホステル
優勢,ユウセイ
郵政,ユウセイ
郵政,ユウセイ
郵政省,ユウセイショウ
優先,ユウセン
有線,ユウセン
優先的,ユウセンテキ
郵送,ユウソウ
優待,ユウタイ
夕立,ユウダチ
融点,ユウテン
誘導,ユウドウ
有毒,ユウドク
夕飯,ユウハン
夕日,ユウヒ
郵便,ユウビン
郵便受け,ユウビンウケ
郵便局,ユウビンキョク
郵便貯金,ユウビンチョキン
郵便番号,ユウビンバンゴウ
郵便物,ユウビンブツ
ゆうべ,ユウベ
夕べ,ユウベ
雄弁,ユウベン
有望,ユウボウ
遊牧,ユウボク
遊歩道,ユウホドウ
有名,ユウメイ
有名,ユウメイ
ユーモア,ユーモア
夕焼け,ユウヤケ
夕闇,ユウヤミ
猶予,ユウヨ
遊覧,ユウラン
憂慮,ユウリョ
優良,ユウリョウ
有料,ユウリョウ
有料道路,ユウリョウドウロ
幽霊,ユウレイ
優劣,ユウレツ
誘惑,ユウワク
故,ユエ
床,ユカ
愉快,ユカイ
床下,ユカシタ
浴衣,ユカタ
ゆがみ,ユガミ
ゆかり,ユカリ
雪,ユキ
雪下ろし,ユキオロシ
雪女,ユキオンナ
雪国,ユキグニ
雪解け,ユキドケ
行き場,ユキバ
雪祭り,ユキマツリ
雪見,ユキミ
行方,ユクエ
行方不明,ユクエフメイ
行く末,ユクスエ
行く手,ユクテ
湯気,ユゲ
輸血,ユケツ
油脂,ユシ
輸出,ユシュツ
輸出入,ユシュツニュウ
ゆず,ユズ
譲り,ユズリ
油性,ユセイ
輸送,ユソウ
ユダヤ,ユダヤ
ユダヤ教,ユダヤキョウ
ユダヤ人,ユダヤジン
油断,ユダン
癒着,ユチャク
油田,ユデン
湯通し,ユドオシ
ゆとり,ユトリ
ユニセックス,ユニセックス
ユニフォーム,ユニフォーム
ユニホーム,ユニホーム
輸入,ユニュウ
湯飲み,ユノミ
指,ユビ
指折り,ユビオリ
指折り数える,ユビオリカゾエル
指先,ユビサキ
指輪,ユビワ
弓,ユミ
弓なり,ユミナリ
夢,ユメ
夢占い,ユメウラナイ
由来,ユライ
ゆり,ユリ
許し,ユルシ
揺れ,ユレ
世,ヨ
夜明け,ヨアケ
夜遊び,ヨアソビ
酔い,ヨイ
用,ヨウ
用,ヨウ
用意,ヨウイ
養育,ヨウイク
用意周到,ヨウイシュウトウ
要因,ヨウイン
溶液,ヨウエキ
八日,ヨウカ
洋画,ヨウガ
溶解,ヨウカイ
妖怪,ヨウカイ
洋楽,ヨウガク
洋傘,ヨウガサ
洋館,ヨウカン
溶岩,ヨウガン
容器,ヨウキ
陽気,ヨウキ
容疑,ヨウギ
容疑者,ヨウギシャ
要求,ヨウキュウ
用具,ヨウグ
用件,ヨウケン
要件,ヨウケン
用語,ヨウゴ
養護,ヨウゴ
要項,ヨウコウ
養護学校,ヨウゴガッコウ
洋裁,ヨウサイ
用紙,ヨウシ
用紙,ヨウシ
容姿,ヨウシ
養子,ヨウシ
用事,ヨウジ
幼児,ヨウジ
養子縁組,ヨウシエングミ
洋式,ヨウシキ
様式,ヨウシキ
洋室,ヨウシツ
容赦,ヨウシャ
洋書,ヨウショ
養女,ヨウジョ
幼少,ヨウショウ
洋食,ヨウショク
養殖,ヨウショク
用心,ヨウジン
要人,ヨウジン
様子,ヨウス
養成,ヨウセイ
要請,ヨウセイ
妖精,ヨウセイ
容積,ヨウセキ
要素,ヨウソ
様相,ヨウソウ
用地,ヨウチ
幼稚園,ヨウチエン
幼虫,ヨウチュウ
要注意,ヨウチュウイ
腰痛,ヨウツウ
要点,ヨウテン
用途,ヨウト
